conversation,FC_res,Func Name,Args
"[
  {
    ""role"": ""user"",
    ""content"": ""Check my tax info to see if anything has changed recently.""
  },
  {
    ""role"": ""function call"",
    ""content"": {
      ""name"": ""ConvenientLiving.GovernmentServices.queryPersonalTaxInfo"",
      ""arguments"": {}
    }
  },
  {
    ""role"": ""assistant"",
    ""content"": ""Please provide your username""
  },
  {
    ""role"": ""user"",
    ""content"": ""My name is Li Mei.""
  },
  {
    ""role"": ""function call"",
    ""content"": {
      ""name"": ""ConvenientLiving.GovernmentServices.queryPersonalTaxInfo"",
      ""arguments"": {
        ""user_name"": ""Li Mei""
      }
    }
  }
]","[
  {
    ""input"": ""user:Check my tax info to see if anything has changed recently."",
    ""predict"": {
      ""name"": ""ConvenientLiving.GovernmentServices.queryPersonalTaxInfo"",
      ""arguments"": {}
    },
    ""label"": {
      ""name"": ""ConvenientLiving.GovernmentServices.queryPersonalTaxInfo"",
      ""arguments"": {}
    }
  },
  {
    ""input"": ""user:Check my tax info to see if anything has changed recently.\nassistant:Please provide your username\nuser:My name is Li Mei."",
    ""predict"": {
      ""name"": ""ConvenientLiving.GovernmentServices.queryPersonalTaxInfo"",
      ""arguments"": {
        ""user_name"": ""Li Mei""
      }
    },
    ""label"": {
      ""name"": ""ConvenientLiving.GovernmentServices.queryPersonalTaxInfo"",
      ""arguments"": {
        ""user_name"": ""Li Mei""
      }
    }
  }
]",True,"[True, True]"
"[
  {
    ""role"": ""user"",
    ""content"": ""Show me my taxes, including income and property taxes, and make sure everything is within normal limits.""
  },
  {
    ""role"": ""function call"",
    ""content"": {
      ""name"": ""ConvenientLiving.GovernmentServices.queryPersonalTaxInfo"",
      ""arguments"": {}
    }
  },
  {
    ""role"": ""assistant"",
    ""content"": ""Please provide your username""
  },
  {
    ""role"": ""user"",
    ""content"": ""My name is Zhang San.""
  },
  {
    ""role"": ""function call"",
    ""content"": {
      ""name"": ""ConvenientLiving.GovernmentServices.queryPersonalTaxInfo"",
      ""arguments"": {
        ""user_name"": ""Zhang San""
      }
    }
  }
]","[
  {
    ""input"": ""user:Show me my taxes, including income and property taxes, and make sure everything is within normal limits."",
    ""predict"": {
      ""name"": ""ConvenientLiving.GovernmentServices.queryPersonalTaxInfo"",
      ""arguments"": {}
    },
    ""label"": {
      ""name"": ""ConvenientLiving.GovernmentServices.queryPersonalTaxInfo"",
      ""arguments"": {}
    }
  },
  {
    ""input"": ""user:Show me my taxes, including income and property taxes, and make sure everything is within normal limits.\nassistant:Please provide your username\nuser:My name is Zhang San."",
    ""predict"": {
      ""name"": ""ConvenientLiving.GovernmentServices.queryPersonalTaxInfo"",
      ""arguments"": {
        ""user_name"": ""Zhang San""
      }
    },
    ""label"": {
      ""name"": ""ConvenientLiving.GovernmentServices.queryPersonalTaxInfo"",
      ""arguments"": {
        ""user_name"": ""Zhang San""
      }
    }
  }
]",True,"[True, True]"
"[
  {
    ""role"": ""user"",
    ""content"": ""Help me see how to apply for a business license online?""
  },
  {
    ""role"": ""function call"",
    ""content"": {
      ""name"": ""ConvenientLiving.GovernmentServices.applyForBusinessLicense"",
      ""arguments"": {}
    }
  },
  {
    ""role"": ""assistant"",
    ""content"": ""Please provide the business name""
  },
  {
    ""role"": ""user"",
    ""content"": ""Future Technology Innovation Co., Ltd.""
  },
  {
    ""role"": ""function call"",
    ""content"": {
      ""name"": ""ConvenientLiving.GovernmentServices.applyForBusinessLicense"",
      ""arguments"": {
        ""business_name"": ""Future Technology Innovation Co., Ltd.""
      }
    }
  },
  {
    ""role"": ""assistant"",
    ""content"": ""Please provide the business owner's name""
  },
  {
    ""role"": ""user"",
    ""content"": ""Zhang San.""
  },
  {
    ""role"": ""function call"",
    ""content"": {
      ""name"": ""ConvenientLiving.GovernmentServices.applyForBusinessLicense"",
      ""arguments"": {
        ""business_name"": ""Future Technology Innovation Co., Ltd."",
        ""name"": ""Zhang San""
      }
    }
  },
  {
    ""role"": ""assistant"",
    ""content"": ""Please provide your ID number""
  },
  {
    ""role"": ""user"",
    ""content"": ""My ID number is 440582199001011234""
  },
  {
    ""role"": ""function call"",
    ""content"": {
      ""name"": ""ConvenientLiving.GovernmentServices.applyForBusinessLicense"",
      ""arguments"": {
        ""business_name"": ""Future Technology Innovation Co., Ltd."",
        ""name"": ""Zhang San"",
        ""id_card"": ""440582199001011234""
      }
    }
  }
]","[
  {
    ""input"": ""user:Help me see how to apply for a business license online?"",
    ""predict"": {
      ""name"": ""ConvenientLiving.GovernmentServices.applyForBusinessLicense"",
      ""arguments"": {}
    },
    ""label"": {
      ""name"": ""ConvenientLiving.GovernmentServices.applyForBusinessLicense"",
      ""arguments"": {}
    }
  },
  {
    ""input"": ""user:Help me see how to apply for a business license online?\nassistant:Please provide the business name\nuser:Future Technology Innovation Co., Ltd."",
    ""predict"": {
      ""name"": ""ConvenientLiving.GovernmentServices.applyForBusinessLicense"",
      ""arguments"": {
        ""business_name"": ""Future Technology Innovation Co., Ltd.""
      }
    },
    ""label"": {
      ""name"": ""ConvenientLiving.GovernmentServices.applyForBusinessLicense"",
      ""arguments"": {
        ""business_name"": ""Future Technology Innovation Co., Ltd.""
      }
    }
  },
  {
    ""input"": ""user:Help me see how to apply for a business license online?\nassistant:Please provide the business name\nuser:Future Technology Innovation Co., Ltd.\nassistant:Please provide the business owner's name\nuser:Zhang San."",
    ""predict"": {
      ""name"": ""ConvenientLiving.GovernmentServices.applyForBusinessLicense"",
      ""arguments"": {
        ""business_name"": ""Future Technology Innovation Co., Ltd."",
        ""name"": ""Zhang San""
      }
    },
    ""label"": {
      ""name"": ""ConvenientLiving.GovernmentServices.applyForBusinessLicense"",
      ""arguments"": {
        ""business_name"": ""Future Technology Innovation Co., Ltd."",
        ""name"": ""Zhang San""
      }
    }
  },
  {
    ""input"": ""user:Help me see how to apply for a business license online?\nassistant:Please provide the business name\nuser:Future Technology Innovation Co., Ltd.\nassistant:Please provide the business owner's name\nuser:Zhang San.\nassistant:Please provide your ID number\nuser:My ID number is 440582199001011234"",
    ""predict"": {
      ""name"": ""ConvenientLiving.GovernmentServices.applyForBusinessLicense"",
      ""arguments"": {
        ""business_name"": ""Future Technology Innovation Co., Ltd."",
        ""name"": ""Zhang San"",
        ""id_card"": ""440582199001011234""
      }
    },
    ""label"": {
      ""name"": ""ConvenientLiving.GovernmentServices.applyForBusinessLicense"",
      ""arguments"": {
        ""business_name"": ""Future Technology Innovation Co., Ltd."",
        ""name"": ""Zhang San"",
        ""id_card"": ""440582199001011234""
      }
    }
  }
]",True,"[True, True, True, True]"
"[
  {
    ""role"": ""user"",
    ""content"": ""I found a merchant that is suspected of tax evasion and needs to be reported""
  },
  {
    ""role"": ""function call"",
    ""content"": {
      ""name"": ""ConvenientLiving.GovernmentServices.reportTaxEvasion"",
      ""arguments"": {}
    }
  },
  {
    ""role"": ""assistant"",
    ""content"": ""Please provide a company name""
  },
  {
    ""role"": ""user"",
    ""content"": ""Starlight Technology""
  },
  {
    ""role"": ""function call"",
    ""content"": {
      ""name"": ""ConvenientLiving.GovernmentServices.reportTaxEvasion"",
      ""arguments"": {
        ""company_name"": ""Starlight Technology""
      }
    }
  }
]","[
  {
    ""input"": ""user:I found a merchant that is suspected of tax evasion and needs to be reported"",
    ""predict"": {
      ""name"": ""ConvenientLiving.GovernmentServices.reportTaxEvasion"",
      ""arguments"": {}
    },
    ""label"": {
      ""name"": ""ConvenientLiving.GovernmentServices.reportTaxEvasion"",
      ""arguments"": {}
    }
  },
  {
    ""input"": ""user:I found a merchant that is suspected of tax evasion and needs to be reported\nassistant:Please provide a company name\nuser:Starlight Technology"",
    ""predict"": {
      ""name"": ""ConvenientLiving.GovernmentServices.reportTaxEvasion"",
      ""arguments"": {
        ""company_name"": ""Starlight Technology""
      }
    },
    ""label"": {
      ""name"": ""ConvenientLiving.GovernmentServices.reportTaxEvasion"",
      ""arguments"": {
        ""company_name"": ""Starlight Technology""
      }
    }
  }
]",True,"[True, True]"
"[
  {
    ""role"": ""user"",
    ""content"": ""Learn how to apply for a residence permit""
  },
  {
    ""role"": ""function call"",
    ""content"": {
      ""name"": ""ConvenientLiving.GovernmentServices.applyForResidentPermit"",
      ""arguments"": {}
    }
  },
  {
    ""role"": ""assistant"",
    ""content"": ""Provide your ID number so we can continue processing your request""
  },
  {
    ""role"": ""user"",
    ""content"": ""My ID number is 430522198807078899, can I proceed with my application?""
  },
  {
    ""role"": ""function call"",
    ""content"": {
      ""name"": ""ConvenientLiving.GovernmentServices.applyForResidentPermit"",
      ""arguments"": {
        ""identity_card_number"": ""430522198807078899""
      }
    }
  }
]","[
  {
    ""input"": ""user:Learn how to apply for a residence permit"",
    ""predict"": {
      ""name"": ""ConvenientLiving.GovernmentServices.applyForResidentPermit"",
      ""arguments"": {}
    },
    ""label"": {
      ""name"": ""ConvenientLiving.GovernmentServices.applyForResidentPermit"",
      ""arguments"": {}
    }
  },
  {
    ""input"": ""user:Learn how to apply for a residence permit\nassistant:Provide your ID number so we can continue processing your request\nuser:My ID number is 430522198807078899, can I proceed with my application?"",
    ""predict"": {
      ""name"": ""ConvenientLiving.GovernmentServices.applyForResidentPermit"",
      ""arguments"": {
        ""identity_card_number"": ""430522198807078899""
      }
    },
    ""label"": {
      ""name"": ""ConvenientLiving.GovernmentServices.applyForResidentPermit"",
      ""arguments"": {
        ""identity_card_number"": ""430522198807078899""
      }
    }
  }
]",True,"[True, True]"
"[
  {
    ""role"": ""user"",
    ""content"": ""Check on my immigration status""
  },
  {
    ""role"": ""function call"",
    ""content"": {
      ""name"": ""ConvenientLiving.GovernmentServices.checkImmigrationStatus"",
      ""arguments"": {}
    }
  },
  {
    ""role"": ""assistant"",
    ""content"": ""Please provide your passport number""
  },
  {
    ""role"": ""user"",
    ""content"": ""My passport number is G12345678.""
  },
  {
    ""role"": ""function call"",
    ""content"": {
      ""name"": ""ConvenientLiving.GovernmentServices.checkImmigrationStatus"",
      ""arguments"": {
        ""passport_number"": ""G12345678""
      }
    }
  },
  {
    ""role"": ""assistant"",
    ""content"": ""Please provide your username""
  },
  {
    ""role"": ""user"",
    ""content"": ""My name is Zhang San, how can I help you?""
  },
  {
    ""role"": ""function call"",
    ""content"": {
      ""name"": ""ConvenientLiving.GovernmentServices.checkImmigrationStatus"",
      ""arguments"": {
        ""passport_number"": ""G12345678"",
        ""full_name"": ""Zhang San""
      }
    }
  }
]","[
  {
    ""input"": ""user:Check on my immigration status"",
    ""predict"": {
      ""name"": ""ConvenientLiving.GovernmentServices.checkImmigrationStatus"",
      ""arguments"": {}
    },
    ""label"": {
      ""name"": ""ConvenientLiving.GovernmentServices.checkImmigrationStatus"",
      ""arguments"": {}
    }
  },
  {
    ""input"": ""user:Check on my immigration status\nassistant:Please provide your passport number\nuser:My passport number is G12345678."",
    ""predict"": {
      ""name"": ""ConvenientLiving.GovernmentServices.checkImmigrationStatus"",
      ""arguments"": {
        ""passport_number"": ""G12345678""
      }
    },
    ""label"": {
      ""name"": ""ConvenientLiving.GovernmentServices.checkImmigrationStatus"",
      ""arguments"": {
        ""passport_number"": ""G12345678""
      }
    }
  },
  {
    ""input"": ""user:Check on my immigration status\nassistant:Please provide your passport number\nuser:My passport number is G12345678.\nassistant:Please provide your username\nuser:My name is Zhang San, how can I help you?"",
    ""predict"": {
      ""name"": ""ConvenientLiving.GovernmentServices.checkImmigrationStatus"",
      ""arguments"": {
        ""passport_number"": ""G12345678"",
        ""full_name"": ""Zhang San""
      }
    },
    ""label"": {
      ""name"": ""ConvenientLiving.GovernmentServices.checkImmigrationStatus"",
      ""arguments"": {
        ""passport_number"": ""G12345678"",
        ""full_name"": ""Zhang San""
      }
    }
  }
]",True,"[True, True, True]"
"[
  {
    ""role"": ""user"",
    ""content"": ""Can you take a look at my current immigration situation?""
  },
  {
    ""role"": ""function call"",
    ""content"": {
      ""name"": ""ConvenientLiving.GovernmentServices.checkImmigrationStatus"",
      ""arguments"": {}
    }
  },
  {
    ""role"": ""assistant"",
    ""content"": ""Please provide your passport number""
  },
  {
    ""role"": ""user"",
    ""content"": ""My passport number is G12345678.""
  },
  {
    ""role"": ""function call"",
    ""content"": {
      ""name"": ""ConvenientLiving.GovernmentServices.checkImmigrationStatus"",
      ""arguments"": {
        ""passport_number"": ""G12345678""
      }
    }
  },
  {
    ""role"": ""assistant"",
    ""content"": ""Please provide your username to check immigration status""
  },
  {
    ""role"": ""user"",
    ""content"": ""My name is Zhang San, and I need to check my immigration status.""
  },
  {
    ""role"": ""function call"",
    ""content"": {
      ""name"": ""ConvenientLiving.GovernmentServices.checkImmigrationStatus"",
      ""arguments"": {
        ""passport_number"": ""G12345678"",
        ""full_name"": ""Zhang San""
      }
    }
  }
]","[
  {
    ""input"": ""user:Can you take a look at my current immigration situation?"",
    ""predict"": {
      ""name"": ""ConvenientLiving.GovernmentServices.checkImmigrationStatus"",
      ""arguments"": {}
    },
    ""label"": {
      ""name"": ""ConvenientLiving.GovernmentServices.checkImmigrationStatus"",
      ""arguments"": {}
    }
  },
  {
    ""input"": ""user:Can you take a look at my current immigration situation?\nassistant:Please provide your passport number\nuser:My passport number is G12345678."",
    ""predict"": ""None"",
    ""label"": {
      ""name"": ""ConvenientLiving.GovernmentServices.checkImmigrationStatus"",
      ""arguments"": {
        ""passport_number"": ""G12345678""
      }
    }
  },
  {
    ""input"": ""user:Can you take a look at my current immigration situation?\nassistant:Please provide your passport number\nuser:My passport number is G12345678.\nassistant:Please provide your username to check immigration status\nuser:My name is Zhang San, and I need to check my immigration status."",
    ""predict"": {
      ""name"": ""ConvenientLiving.GovernmentServices.checkImmigrationStatus"",
      ""arguments"": {
        ""passport_number"": ""G12345678"",
        ""full_name"": ""Zhang San""
      }
    },
    ""label"": {
      ""name"": ""ConvenientLiving.GovernmentServices.checkImmigrationStatus"",
      ""arguments"": {
        ""passport_number"": ""G12345678"",
        ""full_name"": ""Zhang San""
      }
    }
  }
]",True,"[True, False, True]"
"[
  {
    ""role"": ""user"",
    ""content"": ""Can you help me see what I need by submitting my visa application?""
  },
  {
    ""role"": ""function call"",
    ""content"": {
      ""name"": ""ConvenientLiving.GovernmentServices.applyForVisa"",
      ""arguments"": {}
    }
  },
  {
    ""role"": ""assistant"",
    ""content"": ""Please provide your passport number""
  },
  {
    ""role"": ""user"",
    ""content"": ""My passport number is B87654321.""
  },
  {
    ""role"": ""function call"",
    ""content"": {
      ""name"": ""ConvenientLiving.GovernmentServices.applyForVisa"",
      ""arguments"": {
        ""passport_number"": ""B87654321""
      }
    }
  }
]","[
  {
    ""input"": ""user:Can you help me see what I need by submitting my visa application?"",
    ""predict"": {
      ""name"": ""Travel.ItineraryServices.getTravelVisaInfo"",
      ""arguments"": {}
    },
    ""label"": {
      ""name"": ""ConvenientLiving.GovernmentServices.applyForVisa"",
      ""arguments"": {}
    }
  },
  {
    ""input"": ""user:Can you help me see what I need by submitting my visa application?\nassistant:Please provide your passport number\nuser:My passport number is B87654321."",
    ""predict"": {
      ""name"": ""ConvenientLiving.GovernmentServices.applyForVisa"",
      ""arguments"": {
        ""passport_number"": ""B87654321""
      }
    },
    ""label"": {
      ""name"": ""ConvenientLiving.GovernmentServices.applyForVisa"",
      ""arguments"": {
        ""passport_number"": ""B87654321""
      }
    }
  }
]",False,"[True, True]"
"[
  {
    ""role"": ""user"",
    ""content"": ""Can I submit my visa application now? I have all the documents ready.""
  },
  {
    ""role"": ""function call"",
    ""content"": {
      ""name"": ""ConvenientLiving.GovernmentServices.applyForVisa"",
      ""arguments"": {}
    }
  },
  {
    ""role"": ""assistant"",
    ""content"": ""Please provide your passport number""
  },
  {
    ""role"": ""user"",
    ""content"": ""My passport number is A12345678.""
  },
  {
    ""role"": ""function call"",
    ""content"": {
      ""name"": ""ConvenientLiving.GovernmentServices.applyForVisa"",
      ""arguments"": {
        ""passport_number"": ""A12345678""
      }
    }
  }
]","[
  {
    ""input"": ""user:Can I submit my visa application now? I have all the documents ready."",
    ""predict"": ""None"",
    ""label"": {
      ""name"": ""ConvenientLiving.GovernmentServices.applyForVisa"",
      ""arguments"": {}
    }
  },
  {
    ""input"": ""user:Can I submit my visa application now? I have all the documents ready.\nassistant:Please provide your passport number\nuser:My passport number is A12345678."",
    ""predict"": {
      ""name"": ""ConvenientLiving.GovernmentServices.applyForVisa"",
      ""arguments"": {
        ""passport_number"": ""A12345678""
      }
    },
    ""label"": {
      ""name"": ""ConvenientLiving.GovernmentServices.applyForVisa"",
      ""arguments"": {
        ""passport_number"": ""A12345678""
      }
    }
  }
]",False,"[False, True]"
"[
  {
    ""role"": ""user"",
    ""content"": ""Can you help me see what I need to do to apply for an education grant?""
  },
  {
    ""role"": ""function call"",
    ""content"": {
      ""name"": ""ConvenientLiving.GovernmentServices.applyForEducationGrant"",
      ""arguments"": {}
    }
  },
  {
    ""role"": ""assistant"",
    ""content"": ""Please provide your name and contact information so we can process your education grant request""
  },
  {
    ""role"": ""user"",
    ""content"": ""My name is Li Si.""
  },
  {
    ""role"": ""function call"",
    ""content"": {
      ""name"": ""ConvenientLiving.GovernmentServices.applyForEducationGrant"",
      ""arguments"": {
        ""name"": ""Li Si""
      }
    }
  },
  {
    ""role"": ""assistant"",
    ""content"": ""Which school is it?""
  },
  {
    ""role"": ""user"",
    ""content"": ""I am applying to Tsinghua University.""
  },
  {
    ""role"": ""function call"",
    ""content"": {
      ""name"": ""ConvenientLiving.GovernmentServices.applyForEducationGrant"",
      ""arguments"": {
        ""name"": ""Li Si"",
        ""school"": ""Tsinghua University""
      }
    }
  }
]","[
  {
    ""input"": ""user:Can you help me see what I need to do to apply for an education grant?"",
    ""predict"": ""Sorry, no tool is suitable for your request."",
    ""label"": {
      ""name"": ""ConvenientLiving.GovernmentServices.applyForEducationGrant"",
      ""arguments"": {}
    }
  },
  {
    ""input"": ""user:Can you help me see what I need to do to apply for an education grant?\nassistant:Please provide your name and contact information so we can process your education grant request\nuser:My name is Li Si."",
    ""predict"": {
      ""name"": ""ConvenientLiving.GovernmentServices.applyForEducationGrant"",
      ""arguments"": {
        ""name"": ""Li Si""
      }
    },
    ""label"": {
      ""name"": ""ConvenientLiving.GovernmentServices.applyForEducationGrant"",
      ""arguments"": {
        ""name"": ""Li Si""
      }
    }
  },
  {
    ""input"": ""user:Can you help me see what I need to do to apply for an education grant?\nassistant:Please provide your name and contact information so we can process your education grant request\nuser:My name is Li Si.\nassistant:Which school is it?\nuser:I am applying to Tsinghua University."",
    ""predict"": {
      ""name"": ""ConvenientLiving.GovernmentServices.applyForEducationGrant"",
      ""arguments"": {
        ""name"": ""Li Si"",
        ""school"": ""Tsinghua University""
      }
    },
    ""label"": {
      ""name"": ""ConvenientLiving.GovernmentServices.applyForEducationGrant"",
      ""arguments"": {
        ""name"": ""Li Si"",
        ""school"": ""Tsinghua University""
      }
    }
  }
]",False,"[False, True, True]"
"[
  {
    ""role"": ""user"",
    ""content"": ""Can you guide me on how to submit an education grant application?""
  },
  {
    ""role"": ""function call"",
    ""content"": {
      ""name"": ""ConvenientLiving.GovernmentServices.applyForEducationGrant"",
      ""arguments"": {}
    }
  },
  {
    ""role"": ""assistant"",
    ""content"": ""Please provide your name""
  },
  {
    ""role"": ""user"",
    ""content"": ""My name is Zhang San.""
  },
  {
    ""role"": ""function call"",
    ""content"": {
      ""name"": ""ConvenientLiving.GovernmentServices.applyForEducationGrant"",
      ""arguments"": {
        ""name"": ""Zhang San""
      }
    }
  },
  {
    ""role"": ""assistant"",
    ""content"": ""Which school is it?""
  },
  {
    ""role"": ""user"",
    ""content"": ""I studied at Stanford.""
  },
  {
    ""role"": ""function call"",
    ""content"": {
      ""name"": ""ConvenientLiving.GovernmentServices.applyForEducationGrant"",
      ""arguments"": {
        ""name"": ""Zhang San"",
        ""school"": ""Stanford University""
      }
    }
  }
]","[
  {
    ""input"": ""user:Can you guide me on how to submit an education grant application?"",
    ""predict"": {
      ""name"": ""ConvenientLiving.GovernmentServices.applyForEducationGrant"",
      ""arguments"": {}
    },
    ""label"": {
      ""name"": ""ConvenientLiving.GovernmentServices.applyForEducationGrant"",
      ""arguments"": {}
    }
  },
  {
    ""input"": ""user:Can you guide me on how to submit an education grant application?\nassistant:Please provide your name\nuser:My name is Zhang San."",
    ""predict"": ""Please provide the name of the school you are applying to."",
    ""label"": {
      ""name"": ""ConvenientLiving.GovernmentServices.applyForEducationGrant"",
      ""arguments"": {
        ""name"": ""Zhang San""
      }
    }
  },
  {
    ""input"": ""user:Can you guide me on how to submit an education grant application?\nassistant:Please provide your name\nuser:My name is Zhang San.\nassistant:Which school is it?\nuser:I studied at Stanford."",
    ""predict"": {
      ""name"": ""ConvenientLiving.GovernmentServices.applyForEducationGrant"",
      ""arguments"": {
        ""name"": ""Zhang San"",
        ""school"": ""Stanford""
      }
    },
    ""label"": {
      ""name"": ""ConvenientLiving.GovernmentServices.applyForEducationGrant"",
      ""arguments"": {
        ""name"": ""Zhang San"",
        ""school"": ""Stanford University""
      }
    }
  }
]",True,"[True, False, False]"
"[
  {
    ""role"": ""user"",
    ""content"": ""Submit an application for a position you want to be interviewed for""
  },
  {
    ""role"": ""function call"",
    ""content"": {
      ""name"": ""ConvenientLiving.JobRecruitment.applyForJob"",
      ""arguments"": {}
    }
  },
  {
    ""role"": ""assistant"",
    ""content"": ""Please provide a job title""
  },
  {
    ""role"": ""user"",
    ""content"": ""CFO""
  },
  {
    ""role"": ""function call"",
    ""content"": {
      ""name"": ""ConvenientLiving.JobRecruitment.applyForJob"",
      ""arguments"": {
        ""job_name"": ""CFO""
      }
    }
  },
  {
    ""role"": ""assistant"",
    ""content"": ""Please provide a company name""
  },
  {
    ""role"": ""user"",
    ""content"": ""Global Investment Group""
  },
  {
    ""role"": ""function call"",
    ""content"": {
      ""name"": ""ConvenientLiving.JobRecruitment.applyForJob"",
      ""arguments"": {
        ""job_name"": ""CFO"",
        ""company_name"": ""Global Investment Group""
      }
    }
  }
]","[
  {
    ""input"": ""user:Submit an application for a position you want to be interviewed for"",
    ""predict"": {
      ""name"": ""ConvenientLiving.JobRecruitment.applyForJob"",
      ""arguments"": {}
    },
    ""label"": {
      ""name"": ""ConvenientLiving.JobRecruitment.applyForJob"",
      ""arguments"": {}
    }
  },
  {
    ""input"": ""user:Submit an application for a position you want to be interviewed for\nassistant:Please provide a job title\nuser:CFO"",
    ""predict"": {
      ""name"": ""ConvenientLiving.JobRecruitment.applyForJob"",
      ""arguments"": {
        ""job_name"": ""CFO""
      }
    },
    ""label"": {
      ""name"": ""ConvenientLiving.JobRecruitment.applyForJob"",
      ""arguments"": {
        ""job_name"": ""CFO""
      }
    }
  },
  {
    ""input"": ""user:Submit an application for a position you want to be interviewed for\nassistant:Please provide a job title\nuser:CFO\nassistant:Please provide a company name\nuser:Global Investment Group"",
    ""predict"": {
      ""name"": ""ConvenientLiving.JobRecruitment.applyForJob"",
      ""arguments"": {
        ""job_name"": ""CFO"",
        ""company_name"": ""Global Investment Group""
      }
    },
    ""label"": {
      ""name"": ""ConvenientLiving.JobRecruitment.applyForJob"",
      ""arguments"": {
        ""job_name"": ""CFO"",
        ""company_name"": ""Global Investment Group""
      }
    }
  }
]",True,"[True, True, True]"
"[
  {
    ""role"": ""user"",
    ""content"": ""Take a look at the car details""
  },
  {
    ""role"": ""function call"",
    ""content"": {
      ""name"": ""ConvenientLiving.AutoLife.viewCarDetails"",
      ""arguments"": {}
    }
  },
  {
    ""role"": ""assistant"",
    ""content"": ""Which car brand would you like to know about?""
  },
  {
    ""role"": ""user"",
    ""content"": ""I would like to know the latest models of Honda cars.""
  },
  {
    ""role"": ""function call"",
    ""content"": {
      ""name"": ""ConvenientLiving.AutoLife.viewCarDetails"",
      ""arguments"": {
        ""brand"": ""Nissan""
      }
    }
  }
]","[
  {
    ""input"": ""user:Take a look at the car details"",
    ""predict"": {
      ""name"": ""ConvenientLiving.AutoLife.viewCarDetails"",
      ""arguments"": {}
    },
    ""label"": {
      ""name"": ""ConvenientLiving.AutoLife.viewCarDetails"",
      ""arguments"": {}
    }
  },
  {
    ""input"": ""user:Take a look at the car details\nassistant:Which car brand would you like to know about?\nuser:I would like to know the latest models of Honda cars."",
    ""predict"": {
      ""name"": ""ConvenientLiving.AutoLife.viewCarDetails"",
      ""arguments"": {
        ""brand"": ""Honda""
      }
    },
    ""label"": {
      ""name"": ""ConvenientLiving.AutoLife.viewCarDetails"",
      ""arguments"": {
        ""brand"": ""Nissan""
      }
    }
  }
]",True,"[True, False]"
"[
  {
    ""role"": ""user"",
    ""content"": ""Do you have model details?""
  },
  {
    ""role"": ""function call"",
    ""content"": {
      ""name"": ""ConvenientLiving.AutoLife.viewCarDetails"",
      ""arguments"": {}
    }
  },
  {
    ""role"": ""assistant"",
    ""content"": ""Please provide the car brand""
  },
  {
    ""role"": ""user"",
    ""content"": ""Porsche is my favorite car brand.""
  },
  {
    ""role"": ""function call"",
    ""content"": {
      ""name"": ""ConvenientLiving.AutoLife.viewCarDetails"",
      ""arguments"": {
        ""brand"": ""Porsche""
      }
    }
  }
]","[
  {
    ""input"": ""user:Do you have model details?"",
    ""predict"": ""Sorry, no tool is suitable for your request."",
    ""label"": {
      ""name"": ""ConvenientLiving.AutoLife.viewCarDetails"",
      ""arguments"": {}
    }
  },
  {
    ""input"": ""user:Do you have model details?\nassistant:Please provide the car brand\nuser:Porsche is my favorite car brand."",
    ""predict"": {
      ""name"": ""ConvenientLiving.AutoLife.viewCarDetails"",
      ""arguments"": {
        ""brand"": ""Porsche""
      }
    },
    ""label"": {
      ""name"": ""ConvenientLiving.AutoLife.viewCarDetails"",
      ""arguments"": {
        ""brand"": ""Porsche""
      }
    }
  }
]",False,"[False, True]"
"[
  {
    ""role"": ""user"",
    ""content"": ""Check if the dealership has the car model I want in stock""
  },
  {
    ""role"": ""function call"",
    ""content"": {
      ""name"": ""ConvenientLiving.AutoLife.checkCarAvailability"",
      ""arguments"": {}
    }
  },
  {
    ""role"": ""assistant"",
    ""content"": ""Please provide the car brand""
  },
  {
    ""role"": ""user"",
    ""content"": ""I am thinking about Porsche, but I am also interested in learning about other premium brands.""
  },
  {
    ""role"": ""function call"",
    ""content"": {
      ""name"": ""ConvenientLiving.AutoLife.checkCarAvailability"",
      ""arguments"": {
        ""brand"": ""Porsche""
      }
    }
  }
]","[
  {
    ""input"": ""user:Check if the dealership has the car model I want in stock"",
    ""predict"": {
      ""name"": ""ConvenientLiving.AutoLife.checkCarAvailability"",
      ""arguments"": {}
    },
    ""label"": {
      ""name"": ""ConvenientLiving.AutoLife.checkCarAvailability"",
      ""arguments"": {}
    }
  },
  {
    ""input"": ""user:Check if the dealership has the car model I want in stock\nassistant:Please provide the car brand\nuser:I am thinking about Porsche, but I am also interested in learning about other premium brands."",
    ""predict"": {
      ""name"": ""ConvenientLiving.AutoLife.checkCarAvailability"",
      ""arguments"": {
        ""brand"": ""Porsche""
      }
    },
    ""label"": {
      ""name"": ""ConvenientLiving.AutoLife.checkCarAvailability"",
      ""arguments"": {
        ""brand"": ""Porsche""
      }
    }
  }
]",True,"[True, True]"
